osm_id,mean_elevation (m),mean_slope,mean_precipitation (mm),imperviousness_values,flooded,elevation,slope,precipitation,permeability
1016265049,33.81,7.55,19.30,71,0,0.13,0.37,5.26,8.65
495208509,8.42,5.06,20.71,71,0,0.03,0.24,5.69,8.65
49023909,5.43,5.29,21.94,71,0,0.02,0.25,6.06,8.65
1013072866,12.22,3.62,22.40,71,0,0.05,0.17,6.20,8.65
49139865,10.10,5.94,25.06,71,0,0.04,0.29,7.01,8.65
389548373,23.57,6.22,26.20,71,0,0.09,0.30,7.36,8.65
1014125923,12.54,4.30,28.46,71,0,0.05,0.21,8.05,8.65
759729163,7.08,5.48,28.46,71,0,0.03,0.26,8.05,8.65
497632427,22.08,6.69,29.48,71,0,0.09,0.32,8.36,8.65
1036541905,12.80,7.07,31.39,71,0,0.05,0.34,8.94,8.65
24953065,8.12,3.96,11.61,70,0,0.03,0.19,2.91,8.67
852314040,5.43,4.94,11.61,70,0,0.02,0.24,2.91,8.67
552418646,8.30,4.43,12.58,70,0,0.03,0.21,3.21,8.67
453492158,6.27,4.77,13.21,70,0,0.02,0.23,3.40,8.67
992501482,4.24,3.40,16.78,70,0,0.02,0.16,4.49,8.67
96073591,11.38,3.89,18.18,70,0,0.05,0.19,4.92,8.67
180345486,6.83,4.18,18.18,70,0,0.03,0.20,4.92,8.67
538979027,35.20,10.85,18.26,70,0,0.14,0.53,4.94,8.67
622675567,10.19,3.16,19.74,70,0,0.04,0.15,5.39,8.67
482585459,9.83,3.87,20.71,70,0,0.04,0.18,5.69,8.67
435421157,5.89,4.06,21.94,70,0,0.02,0.19,6.06,8.67
435435308,9.00,4.24,21.94,70,0,0.04,0.20,6.06,8.67
48932594,9.04,5.17,21.94,70,0,0.04,0.25,6.06,8.67
161705447,20.75,4.75,24.31,70,0,0.08,0.23,6.78,8.67
49015802,6.88,2.97,25.20,70,0,0.03,0.14,7.05,8.67
896039580,10.43,3.28,25.70,70,0,0.04,0.16,7.21,8.67
607226659,10.77,5.10,25.70,70,0,0.04,0.25,7.21,8.67
1027367167,22.52,7.06,25.70,70,0,0.09,0.34,7.21,8.67
254481016,27.48,8.59,27.08,70,0,0.11,0.42,7.63,8.67
48951581,8.70,2.94,28.46,70,0,0.03,0.14,8.05,8.67
383732184,40.19,11.47,28.73,70,0,0.16,0.56,8.13,8.67
378399009,14.88,6.46,29.48,70,0,0.06,0.31,8.36,8.67
140355306,7.04,3.13,11.61,69,0,0.03,0.15,2.91,8.69
435599462,10.28,3.18,11.61,69,0,0.04,0.15,2.91,8.69
495202253,12.97,8.20,16.26,69,0,0.05,0.40,4.33,8.69
622587673,6.69,3.58,18.18,69,0,0.03,0.17,4.92,8.69
497614944,18.69,5.27,19.59,69,0,0.07,0.25,5.35,8.69
309708597,25.96,9.53,19.84,69,0,0.10,0.46,5.42,8.69
288045786,31.33,5.45,21.31,69,0,0.12,0.26,5.87,8.69
435276219,7.10,4.48,21.94,69,0,0.03,0.21,6.06,8.69
758560782,7.65,3.26,21.98,69,0,0.03,0.16,6.07,8.69
177626193,19.00,3.76,23.87,69,0,0.08,0.18,6.65,8.69
232007939,11.78,7.15,25.24,69,0,0.05,0.35,7.07,8.69
494573098,8.70,2.48,25.70,69,0,0.03,0.12,7.21,8.69
46513036,9.57,3.05,25.70,69,0,0.04,0.14,7.21,8.69
896039579,10.48,3.18,25.70,69,0,0.04,0.15,7.21,8.69
733488650,9.76,3.98,25.70,69,0,0.04,0.19,7.21,8.69
607226665,13.11,4.08,25.70,69,0,0.05,0.20,7.21,8.69
197827530,22.67,5.18,25.70,69,0,0.09,0.25,7.21,8.69
276715030,10.43,3.67,28.46,69,0,0.04,0.17,8.05,8.69
756853516,6.63,5.63,28.46,69,0,0.03,0.27,8.05,8.69
702670191,9.19,3.88,11.61,68,0,0.04,0.19,2.91,8.71
1014125921,11.96,2.73,13.21,68,0,0.05,0.13,3.40,8.71
97248957,8.89,3.97,16.09,68,0,0.04,0.19,4.28,8.71
991855729,5.08,6.57,18.62,68,0,0.02,0.32,5.05,8.71
622962301,26.36,6.74,19.84,68,0,0.10,0.33,5.42,8.71
469892516,34.84,10.60,23.12,68,0,0.14,0.52,6.42,8.71
236949319,16.73,3.80,24.31,68,0,0.07,0.18,6.78,8.71
558716746,12.65,2.88,25.70,68,0,0.05,0.14,7.21,8.71
558716730,11.52,3.92,25.70,68,0,0.05,0.19,7.21,8.71
238698747,9.74,4.08,25.70,68,0,0.04,0.20,7.21,8.71
607226666,14.96,4.62,25.70,68,0,0.06,0.22,7.21,8.71
759728679,9.17,5.09,25.70,68,0,0.04,0.24,7.21,8.71
132451707,19.57,7.48,25.70,68,0,0.08,0.36,7.21,8.71
1032948282,6.39,3.99,28.46,68,0,0.03,0.19,8.05,8.71
622555030,4.87,3.95,11.61,67,0,0.02,0.19,2.91,8.73
598833654,6.33,4.10,11.61,67,0,0.03,0.20,2.91,8.73
280599394,9.28,3.67,13.21,67,0,0.04,0.17,3.40,8.73
747294917,17.28,4.68,15.09,67,0,0.07,0.22,3.97,8.73
46512935,28.34,8.08,17.89,67,0,0.11,0.39,4.82,8.73
1021025336,9.61,3.97,20.56,67,0,0.04,0.19,5.64,8.73
255038892,16.95,5.98,20.98,67,0,0.07,0.29,5.77,8.73
398868147,3.58,7.77,21.94,67,0,0.01,0.38,6.06,8.73
90475914,8.98,3.67,21.98,67,0,0.04,0.18,6.07,8.73
622626730,13.96,4.34,23.24,67,0,0.06,0.21,6.46,8.73
473721938,18.90,4.84,24.31,67,0,0.07,0.23,6.78,8.73
405144482,27.72,5.95,24.31,67,0,0.11,0.29,6.78,8.73
427591191,30.23,5.86,25.43,67,0,0.12,0.28,7.12,8.73
635235954,9.68,4.30,25.70,67,0,0.04,0.21,7.21,8.73
101555322,9.12,3.80,28.46,67,0,0.04,0.18,8.05,8.73
48951487,9.45,4.12,28.46,67,0,0.04,0.20,8.05,8.73
1030370660,8.52,4.65,28.46,67,0,0.03,0.22,8.05,8.73
1127434003,3.00,4.66,31.39,67,0,0.01,0.22,8.94,8.73
310526358,16.75,10.00,31.39,67,0,0.07,0.49,8.94,8.73
378284407,999.27,21.29,9.83,66,0,3.97,1.04,2.37,8.75
134786985,2.65,3.33,11.61,66,0,0.01,0.16,2.91,8.75
435456722,3.80,4.09,11.61,66,0,0.01,0.20,2.91,8.75
435272010,6.21,4.31,11.61,66,0,0.02,0.21,2.91,8.75
453501017,7.14,3.55,13.21,66,0,0.03,0.17,3.40,8.75
90342312,7.52,4.23,16.09,66,0,0.03,0.20,4.28,8.75
90342313,8.91,4.37,16.09,66,0,0.04,0.21,4.28,8.75
236074529,28.38,7.23,19.30,66,0,0.11,0.35,5.26,8.75
53012547,8.74,3.16,19.47,66,0,0.03,0.15,5.31,8.75
1013072868,14.65,5.85,21.68,66,0,0.06,0.28,5.98,8.75
1038667231,12.18,4.13,21.77,66,0,0.05,0.20,6.01,8.75
494592353,7.27,3.89,21.94,66,0,0.03,0.19,6.06,8.75
1036224427,9.00,3.24,21.94,66,0,0.04,0.15,6.06,8.75
495208514,10.38,3.69,23.24,66,0,0.04,0.18,6.46,8.75
271049988,35.35,5.86,23.43,66,0,0.14,0.28,6.52,8.75
485558748,15.17,4.63,24.31,66,0,0.06,0.22,6.78,8.75
